Date,M01,M03,M06,Y01,Y02,Y05,Y10,Y15,Y20,Y30
1993-03-05,-256.0,0.58,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1993-03-09,-256.0,0.349,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1993-03-16,-256.0,0.32899999999999996,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1993-04-05,-256.0,0.779,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1993-04-06,-256.0,0.9,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1993-04-07,-256.0,0.91,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1993-04-08,-256.0,0.9490000000000001,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1993-04-12,-256.0,0.799,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1993-04-13,-256.0,0.809,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1993-04-29,-256.0,1.1,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1993-04-30,-256.0,1.11,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1993-05-31,-256.0,1.09,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1993-06-02,-256.0,1.05,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1993-06-14,-256.0,0.9690000000000001,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1993-06-15,-256.0,1.179,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1993-07-16,-256.0,1.12,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1993-07-21,-256.0,1.04,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1993-09-02,-256.0,0.7190000000000001,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1993-09-06,-256.0,0.7290000000000001,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1993-09-07,-256.0,0.659,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1993-09-23,-256.0,1.54,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1993-09-29,-256.0,1.5390000000000001,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1993-09-30,-256.0,1.629,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1993-10-01,-256.0,1.45,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1993-10-05,-256.0,1.399,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1993-11-23,-256.0,0.249,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1993-12-02,-256.0,0.429,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1993-12-03,-256.0,0.419,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1993-12-07,-256.0,0.45,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-01-28,-256.0,1.169,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-02-01,-256.0,1.329,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-02-03,-256.0,1.38,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-02-07,-256.0,1.58,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-02-08,-256.0,1.57,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-02-09,-256.0,1.589,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-02-14,-256.0,1.7,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-02-16,-256.0,1.489,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-02-17,-256.0,1.53,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-02-18,-256.0,1.659,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-02-21,-256.0,1.7590000000000001,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-02-22,-256.0,1.71,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-02-23,-256.0,1.72,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-02-24,-256.0,1.709,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-02-28,-256.0,1.8,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-03-02,-256.0,1.7790000000000001,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-03-03,-256.0,1.699,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-03-04,-256.0,1.729,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-03-08,-256.0,1.619,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-03-09,-256.0,1.59,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-03-10,-256.0,1.68,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-03-11,-256.0,1.749,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-03-15,-256.0,1.7690000000000001,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-03-25,-256.0,1.649,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-03-28,-256.0,1.56,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-03-31,-256.0,1.78,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-04-05,-256.0,2.119,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-04-06,-256.0,2.17,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-04-08,-256.0,2.22,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-04-11,-256.0,2.699,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-04-12,-256.0,2.6,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-04-13,-256.0,2.8,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-04-14,-256.0,2.799,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-04-15,-256.0,2.75,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-04-18,-256.0,2.9589999999999996,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-04-19,-256.0,2.8689999999999998,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-04-20,-256.0,2.909,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-04-21,-256.0,2.7489999999999997,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-04-22,-256.0,2.65,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-04-26,-256.0,2.8789999999999996,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-04-27,-256.0,2.5989999999999998,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-04-28,-256.0,2.569,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-04-29,-256.0,2.779,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-05-03,-256.0,2.85,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-05-05,-256.0,2.859,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-05-09,-256.0,2.9989999999999997,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-05-10,-256.0,3.089,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-05-11,-256.0,3.01,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-05-12,-256.0,2.949,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-05-13,-256.0,3.049,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-05-16,-256.0,3.05,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-05-17,-256.0,3.029,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-05-18,-256.0,3.07,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-05-19,-256.0,3.0189999999999997,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-05-20,-256.0,3.02,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-05-24,-256.0,3.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-05-26,-256.0,3.009,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-05-27,-256.0,3.03,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-05-30,-256.0,2.98,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-06-01,-256.0,2.93,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-06-06,-256.0,2.479,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-06-07,-256.0,2.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-06-08,-256.0,2.46,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-06-10,-256.0,2.549,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-06-13,-256.0,2.61,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-06-15,-256.0,2.739,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-06-17,-256.0,2.839,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-06-20,-256.0,2.8489999999999998,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-06-21,-256.0,2.78,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-06-24,-256.0,2.7689999999999997,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-06-29,-256.0,2.399,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-06-30,-256.0,2.45,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-07-01,-256.0,2.279,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-07-04,-256.0,2.13,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-07-05,-256.0,2.369,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-07-07,-256.0,2.47,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-07-08,-256.0,2.49,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-07-12,-256.0,2.42,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-07-13,-256.0,2.4290000000000003,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-07-15,-256.0,2.609,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-07-18,-256.0,2.6489999999999996,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-07-19,-256.0,2.4090000000000003,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-07-20,-256.0,2.38,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-07-21,-256.0,2.499,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-07-22,-256.0,2.5,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-07-25,-256.0,2.52,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-07-26,-256.0,2.25,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-07-27,-256.0,2.37,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-07-28,-256.0,2.419,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-07-29,-256.0,2.23,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-08-02,-256.0,2.099,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-08-04,-256.0,2.3,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-08-08,-256.0,2.27,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-08-11,-256.0,2.249,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-08-12,-256.0,2.349,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-08-15,-256.0,2.26,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-08-16,-256.0,2.109,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-08-17,-256.0,2.229,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-08-18,-256.0,2.18,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-08-22,-256.0,2.199,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-08-23,-256.0,2.1790000000000003,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-08-31,-256.0,2.28,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-09-02,-256.0,2.32,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-09-06,-256.0,2.34,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-09-07,-256.0,2.3890000000000002,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-09-08,-256.0,2.339,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-09-09,-256.0,2.4,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-09-12,-256.0,2.41,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-09-13,-256.0,2.309,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-09-14,-256.0,2.19,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-09-15,-256.0,2.1,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-09-19,-256.0,2.03,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-09-20,-256.0,1.95,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-09-21,-256.0,1.929,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-09-23,-256.0,1.93,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-09-26,-256.0,2.05,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-09-28,-256.0,1.879,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-09-30,-256.0,1.9,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-10-03,-256.0,1.899,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-10-04,-256.0,1.82,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-10-11,-256.0,1.319,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-10-12,-256.0,1.379,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-10-13,-256.0,1.2990000000000002,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-10-17,-256.0,1.27,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-10-18,-256.0,1.41,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-10-19,-256.0,1.46,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-10-20,-256.0,1.449,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-10-24,-256.0,1.459,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-10-26,-256.0,1.499,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-10-27,-256.0,1.52,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-10-31,-256.0,1.5190000000000001,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-11-03,-256.0,1.639,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-11-04,-256.0,1.67,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-11-10,-256.0,1.739,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-11-16,-256.0,1.83,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-11-21,-256.0,1.849,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-11-22,-256.0,1.85,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-11-23,-256.0,1.919,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-11-24,-256.0,1.91,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-11-29,-256.0,1.889,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-11-30,-256.0,1.7990000000000002,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-12-01,-256.0,1.77,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-12-05,-256.0,1.599,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-12-07,-256.0,1.349,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-12-08,-256.0,1.24,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-12-13,-256.0,1.23,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-12-14,-256.0,1.149,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-12-16,-256.0,1.189,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-12-21,-256.0,0.679,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-12-22,-256.0,0.65,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1994-12-27,-256.0,0.6,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-01-09,-256.0,0.63,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-01-11,-256.0,0.26899999999999996,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-01-12,-256.0,0.46,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-01-20,-256.0,0.85,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-01-25,-256.0,0.84,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-01-26,-256.0,0.8,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-01-27,-256.0,0.83,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-02-02,-256.0,0.88,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-02-03,-256.0,0.89,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-02-06,-256.0,1.0190000000000001,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-02-10,-256.0,0.929,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-02-13,-256.0,0.6990000000000001,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-02-20,-256.0,0.82,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-02-21,-256.0,0.92,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-02-24,-256.0,1.08,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-02-28,-256.0,1.22,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-03-01,-256.0,1.199,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-03-02,-256.0,1.196,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-03-08,-256.0,0.847,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-03-09,-256.0,0.917,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-03-10,-256.0,0.747,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-03-14,-256.0,0.478,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-03-16,-256.0,0.39799999999999996,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-03-30,-256.0,0.6970000000000001,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-04-03,-256.0,0.598,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-04-05,-256.0,0.897,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-04-06,-256.0,0.828,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-04-07,-256.0,0.797,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-04-10,-256.0,0.5479999999999999,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-04-13,-256.0,0.628,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-04-19,-256.0,0.32799999999999996,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-04-21,-256.0,0.528,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-04-24,-256.0,0.37799999999999995,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-04-27,-256.0,0.348,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-04-28,-256.0,0.428,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-05-08,-256.0,0.149,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-05-09,-256.0,0.259,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-05-12,-256.0,0.5379999999999999,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-05-17,-256.0,0.7170000000000001,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-05-23,-256.0,0.568,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-05-26,-256.0,0.499,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-05-31,-256.0,0.518,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-06-01,-256.0,0.578,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-06-05,-256.0,0.449,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-06-08,-256.0,0.727,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-06-22,-256.0,0.6779999999999999,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-06-26,-256.0,0.777,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-06-28,-256.0,0.867,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-06-30,-256.0,0.9470000000000001,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-07-04,-256.0,0.996,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-07-05,-256.0,1.046,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-07-06,-256.0,1.097,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-07-07,-256.0,1.107,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-07-10,-256.0,1.296,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-07-11,-256.0,1.546,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-07-12,-256.0,1.525,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-07-13,-256.0,1.426,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-07-14,-256.0,1.446,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-07-17,-256.0,1.645,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-07-19,-256.0,1.9040000000000001,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-07-20,-256.0,1.8940000000000001,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-07-21,-256.0,1.895,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-07-24,-256.0,1.994,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-07-25,-256.0,2.134,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
1995-07-26,-256.0,2.094,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
