Date,M03,M06,Y01,Y02,Y03,Y04,Y05,Y06,Y07,Y08,Y09,Y10,Y15,Y20,Y25
2003-08-05,-256.0,-256.0,-256.0,3.25,4.88,7.45,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-08-06,-256.0,-256.0,-256.0,3.23,4.87,7.45,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-08-07,-256.0,-256.0,-256.0,3.23,4.87,7.43,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-08-08,-256.0,-256.0,-256.0,3.0,4.0,4.65,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-08-11,-256.0,-256.0,-256.0,2.85,3.75,4.65,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-08-12,-256.0,-256.0,-256.0,2.85,3.75,4.5,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-08-14,-256.0,-256.0,-256.0,3.0,4.5,4.5,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-08-15,-256.0,-256.0,-256.0,2.08,3.32,3.79,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-08-18,-256.0,-256.0,-256.0,2.07,3.32,3.79,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-08-20,-256.0,-256.0,-256.0,2.05,3.31,3.79,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-08-21,-256.0,-256.0,-256.0,2.03,3.31,3.78,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-08-22,-256.0,-256.0,-256.0,1.54,3.31,3.78,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-08-25,-256.0,-256.0,-256.0,1.54,3.2,5.4,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-08-29,-256.0,-256.0,-256.0,1.54,3.3,5.4,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-09-01,-256.0,-256.0,-256.0,1.54,3.3,4.5,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-09-04,-256.0,-256.0,-256.0,1.46,3.13,3.77,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-09-05,-256.0,-256.0,-256.0,2.5,3.13,3.77,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-09-08,-256.0,-256.0,-256.0,1.28,3.12,5.5,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-09-09,-256.0,-256.0,-256.0,1.28,3.99,4.96,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-09-10,-256.0,-256.0,-256.0,3.0,5.0,6.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-09-12,-256.0,-256.0,-256.0,3.0,5.0,5.75,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-09-15,-256.0,-256.0,-256.0,1.25,3.98,4.95,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-09-16,-256.0,-256.0,-256.0,1.49,3.97,4.94,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-09-17,-256.0,-256.0,-256.0,1.47,3.97,4.94,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-09-18,-256.0,-256.0,-256.0,4.31,4.94,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-09-22,-256.0,-256.0,-256.0,4.3,4.93,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-09-26,-256.0,-256.0,-256.0,4.29,4.92,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-09-29,-256.0,-256.0,-256.0,4.55,5.95,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-10-02,-256.0,-256.0,-256.0,3.79,4.41,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-10-03,-256.0,-256.0,-256.0,3.78,4.41,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-10-06,-256.0,-256.0,-256.0,4.7,4.4,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-10-13,-256.0,-256.0,-256.0,3.77,4.39,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-10-14,-256.0,-256.0,-256.0,4.8,-256.0,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-10-15,-256.0,-256.0,-256.0,4.0,4.44,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-10-21,-256.0,-256.0,-256.0,4.3,5.5,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-10-23,-256.0,-256.0,-256.0,3.4,-256.0,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-10-24,-256.0,-256.0,-256.0,3.98,4.43,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-10-27,-256.0,-256.0,-256.0,4.5,5.75,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-10-29,-256.0,-256.0,-256.0,3.97,5.75,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-10-30,-256.0,-256.0,-256.0,3.5,4.42,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-11-03,-256.0,-256.0,-256.0,3.96,4.42,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-11-07,-256.0,-256.0,-256.0,3.96,4.41,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-11-10,-256.0,-256.0,-256.0,3.95,4.41,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-11-13,-256.0,-256.0,-256.0,4.75,5.95,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-11-14,-256.0,-256.0,-256.0,3.3,3.55,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-11-18,-256.0,-256.0,-256.0,5.05,5.7,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-11-21,-256.0,-256.0,-256.0,5.8,6.85,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-12-02,-256.0,-256.0,-256.0,3.0,3.13,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-12-08,-256.0,-256.0,-256.0,3.89,3.13,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-12-18,-256.0,-256.0,-256.0,3.86,3.13,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-12-22,-256.0,-256.0,-256.0,3.4,3.55,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-12-23,-256.0,-256.0,-256.0,5.1,6.1,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-12-24,-256.0,-256.0,-256.0,3.85,6.1,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-12-29,-256.0,-256.0,-256.0,3.84,6.1,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2003-12-31,-256.0,-256.0,-256.0,3.8,6.1,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-01-02,-256.0,-256.0,-256.0,6.7,6.45,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-01-05,-256.0,-256.0,-256.0,4.03,6.45,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-01-08,-256.0,-256.0,-256.0,4.02,-256.0,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-01-09,-256.0,-256.0,-256.0,4.25,-256.0,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-01-12,-256.0,-256.0,-256.0,4.01,-256.0,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-01-13,-256.0,-256.0,-256.0,4.01,4.05,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-01-15,-256.0,-256.0,-256.0,4.0,4.05,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-01-19,-256.0,-256.0,-256.0,3.99,-256.0,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-01-20,-256.0,-256.0,-256.0,3.99,6.7,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-01-23,-256.0,-256.0,-256.0,4.6,4.65,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-01-30,-256.0,-256.0,-256.0,-256.0,-256.0,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-02-02,-256.0,-256.0,-256.0,7.05,4.58,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-02-03,-256.0,-256.0,-256.0,4.08,4.58,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-02-11,-256.0,-256.0,-256.0,4.9,4.58,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-02-13,-256.0,-256.0,-256.0,3.92,4.65,8.36,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-02-16,-256.0,-256.0,-256.0,-256.0,-256.0,8.36,-256.0,-256.0,8.8,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-02-17,-256.0,-256.0,-256.0,5.0,5.7,8.36,-256.0,-256.0,8.8,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-02-18,-256.0,-256.0,-256.0,3.92,4.65,8.36,-256.0,-256.0,8.8,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-02-20,-256.0,-256.0,-256.0,5.1,4.65,8.36,-256.0,-256.0,9.1,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-02-24,-256.0,-256.0,-256.0,4.75,4.65,8.36,-256.0,-256.0,9.1,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-02-25,-256.0,-256.0,-256.0,3.92,4.65,8.36,-256.0,-256.0,9.1,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-03-02,-256.0,-256.0,-256.0,4.27,4.65,8.36,-256.0,-256.0,9.1,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-03-05,-256.0,-256.0,-256.0,5.15,4.65,8.36,-256.0,-256.0,9.1,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-03-08,-256.0,-256.0,-256.0,5.15,5.6,8.36,-256.0,-256.0,8.9,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-03-09,-256.0,-256.0,-256.0,4.25,5.6,8.36,-256.0,-256.0,8.9,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-03-15,-256.0,-256.0,-256.0,4.24,5.6,8.36,-256.0,-256.0,8.9,9.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-03-23,-256.0,-256.0,-256.0,4.485,5.125,8.36,-256.0,-256.0,8.9,9.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-03-24,-256.0,-256.0,-256.0,4.22,5.6,8.36,-256.0,-256.0,8.9,9.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-03-25,-256.0,-256.0,-256.0,-256.0,-256.0,8.36,-256.0,-256.0,-256.0,9.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-03-29,-256.0,-256.0,-256.0,-256.0,-256.0,8.36,6.45,-256.0,-256.0,9.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-04-07,-256.0,-256.0,-256.0,-256.0,-256.0,8.36,6.45,-256.0,-256.0,8.55,-256.0,-256.0,-256.0,-256.0,-256.0
2004-04-26,-256.0,-256.0,-256.0,-256.0,3.65,8.36,6.45,-256.0,-256.0,9.25,-256.0,-256.0,-256.0,-256.0,-256.0
2004-04-27,-256.0,-256.0,-256.0,-256.0,-256.0,8.36,7.25,-256.0,-256.0,9.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-04-30,-256.0,-256.0,-256.0,-256.0,-256.0,8.36,7.25,-256.0,-256.0,9.35,-256.0,-256.0,-256.0,-256.0,-256.0
2004-05-18,-256.0,-256.0,-256.0,-256.0,-256.0,8.36,7.25,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-05-19,-256.0,-256.0,-256.0,-256.0,-256.0,8.36,7.25,-256.0,-256.0,-256.0,-256.0,9.5,-256.0,-256.0,-256.0
2004-05-28,-256.0,-256.0,-256.0,4.5,5.25,-256.0,-256.0,7.9,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-06-03,-256.0,-256.0,-256.0,4.5,-256.0,-256.0,-256.0,7.75,-256.0,8.75,-256.0,9.75,-256.0,-256.0,-256.0
2004-06-04,-256.0,-256.0,-256.0,4.75,4.825,5.425,7.15,7.775,8.25,8.55,-256.0,9.5,-256.0,-256.0,-256.0
2004-06-08,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,9.25,-256.0,-256.0,-256.0
2004-06-11,-256.0,-256.0,-256.0,3.75,4.6,4.85,6.9,7.7,8.0,8.3,-256.0,9.25,-256.0,-256.0,-256.0
2004-06-14,-256.0,-256.0,-256.0,4.25,-256.0,-256.0,-256.0,7.5,-256.0,-256.0,-256.0,9.25,-256.0,-256.0,-256.0
2004-06-15,-256.0,-256.0,-256.0,-256.0,-256.0,6.5,-256.0,7.5,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-06-16,-256.0,-256.0,-256.0,-256.0,-256.0,6.5,-256.0,7.75,-256.0,-256.0,-256.0,9.0,-256.0,-256.0,-256.0
2004-06-18,-256.0,-256.0,-256.0,5.0,6.8,-256.0,-256.0,7.85,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-06-21,-256.0,-256.0,-256.0,-256.0,-256.0,5.75,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-06-24,-256.0,-256.0,-256.0,-256.0,-256.0,6.95,-256.0,7.45,8.5,8.5,-256.0,10.0,-256.0,-256.0,-256.0
2004-06-25,-256.0,-256.0,-256.0,4.75,6.125,6.275,7.0,7.6,7.55,8.0,-256.0,8.5,-256.0,-256.0,-256.0
2004-06-30,-256.0,-256.0,-256.0,4.85,5.875,6.3,6.75,7.0,7.7,8.15,-256.0,9.0,-256.0,-256.0,-256.0
2004-07-02,-256.0,-256.0,-256.0,4.75,5.9,-256.0,6.95,7.05,8.0,-256.0,-256.0,8.75,-256.0,-256.0,-256.0
2004-07-05,-256.0,-256.0,-256.0,4.9,6.05,6.225,7.025,-256.0,7.75,8.2,-256.0,8.5,-256.0,-256.0,-256.0
2004-07-06,-256.0,-256.0,-256.0,-256.0,-256.0,6.5,6.75,7.0,8.05,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-07-07,-256.0,-256.0,-256.0,4.9,6.05,6.35,7.05,-256.0,7.75,8.2,-256.0,8.7,-256.0,-256.0,-256.0
2004-07-08,-256.0,-256.0,-256.0,4.9,6.05,6.225,7.025,-256.0,7.75,8.2,-256.0,8.7,-256.0,-256.0,-256.0
2004-07-09,-256.0,-256.0,-256.0,-256.0,-256.0,6.1,7.25,-256.0,-256.0,-256.0,-256.0,9.025,-256.0,-256.0,-256.0
2004-07-12,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,7.0,-256.0,-256.0,-256.0,-256.0,9.0,-256.0,-256.0,-256.0
2004-07-14,-256.0,-256.0,-256.0,-256.0,-256.0,6.5,6.75,7.25,8.05,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-07-15,-256.0,-256.0,-256.0,4.9,6.05,6.35,7.05,-256.0,7.75,8.2,-256.0,8.5,-256.0,-256.0,-256.0
2004-07-16,-256.0,-256.0,-256.0,4.85,5.9,6.35,7.05,7.5,7.75,8.2,-256.0,-256.0,-256.0,-256.0,-256.0
2004-07-21,-256.0,-256.0,-256.0,4.9,6.05,6.35,7.05,-256.0,7.75,8.2,-256.0,-256.0,-256.0,-256.0,-256.0
2004-07-23,-256.0,-256.0,-256.0,5.55,6.65,-256.0,7.4,7.8,-256.0,-256.0,-256.0,9.25,-256.0,-256.0,-256.0
2004-07-27,-256.0,-256.0,-256.0,5.0,5.55,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-07-29,-256.0,-256.0,-256.0,4.8,5.95,6.25,6.95,-256.0,7.65,8.1,-256.0,-256.0,-256.0,-256.0,-256.0
2004-07-30,-256.0,-256.0,-256.0,5.275,5.95,6.25,6.95,-256.0,7.65,8.1,-256.0,-256.0,-256.0,-256.0,-256.0
2004-08-03,-256.0,-256.0,-256.0,-256.0,5.95,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,8.6,-256.0,-256.0,-256.0
2004-08-04,-256.0,-256.0,-256.0,4.7,5.925,6.15,6.85,-256.0,7.55,8.0,-256.0,9.0,-256.0,-256.0,-256.0
2004-08-05,-256.0,-256.0,-256.0,5.45,6.3,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-08-06,-256.0,-256.0,-256.0,5.8,7.15,-256.0,7.55,7.85,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-08-11,-256.0,-256.0,-256.0,5.35,6.15,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-08-13,-256.0,-256.0,-256.0,5.35,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-08-16,-256.0,-256.0,-256.0,4.8,5.95,6.25,6.95,-256.0,7.65,8.1,-256.0,8.6,-256.0,-256.0,-256.0
2004-08-17,-256.0,-256.0,-256.0,5.85,7.3,-256.0,7.6,8.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-08-18,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,10.0,-256.0,-256.0,-256.0
2004-08-20,-256.0,-256.0,-256.0,5.325,6.05,6.15,7.75,8.05,7.55,8.0,-256.0,8.5,-256.0,-256.0,-256.0
2004-08-23,-256.0,-256.0,-256.0,4.7,5.85,6.15,6.85,-256.0,7.55,8.0,-256.0,8.5,-256.0,-256.0,-256.0
2004-08-27,-256.0,-256.0,-256.0,5.4,7.5,-256.0,7.85,8.15,-256.0,-256.0,-256.0,9.75,-256.0,-256.0,-256.0
2004-08-31,-256.0,-256.0,-256.0,-256.0,6.5,-256.0,7.5,-256.0,-256.0,-256.0,-256.0,10.0,-256.0,-256.0,-256.0
2004-09-02,-256.0,-256.0,-256.0,5.3,6.45,6.75,7.45,7.7,8.15,8.6,-256.0,9.1,-256.0,-256.0,-256.0
2004-09-03,-256.0,-256.0,-256.0,6.1,7.6,-256.0,7.95,8.25,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-09-08,-256.0,-256.0,-256.0,-256.0,6.75,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,10.2,-256.0,-256.0,-256.0
2004-09-09,-256.0,-256.0,-256.0,5.15,6.275,6.75,7.5,7.8,9.0,9.35,-256.0,10.0,-256.0,-256.0,-256.0
2004-09-10,-256.0,-256.0,-256.0,4.9,5.8,6.5,7.25,7.55,8.75,9.1,-256.0,9.75,-256.0,-256.0,-256.0
2004-09-14,-256.0,-256.0,-256.0,5.6,5.75,7.0,7.75,8.05,9.25,9.6,-256.0,10.2,-256.0,-256.0,-256.0
2004-09-16,-256.0,-256.0,-256.0,5.6,6.5,7.0,7.5,8.0,9.0,-256.0,-256.0,9.65,-256.0,-256.0,-256.0
2004-09-17,-256.0,-256.0,-256.0,6.5,7.9,-256.0,8.2,8.45,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-09-22,-256.0,-256.0,-256.0,-256.0,-256.0,5.88,-256.0,-256.0,-256.0,-256.0,-256.0,9.75,-256.0,-256.0,-256.0
2004-09-23,-256.0,-256.0,-256.0,5.7,6.55,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-09-24,-256.0,-256.0,-256.0,6.6,8.15,-256.0,8.2,8.6,-256.0,-256.0,-256.0,10.2,-256.0,-256.0,-256.0
2004-09-28,-256.0,-256.0,-256.0,-256.0,-256.0,5.85,-256.0,-256.0,-256.0,-256.0,-256.0,9.65,-256.0,-256.0,-256.0
2004-09-29,-256.0,-256.0,-256.0,6.0,6.7,7.4,8.15,8.45,9.65,10.0,-256.0,10.6,-256.0,-256.0,-256.0
2004-09-30,-256.0,-256.0,-256.0,6.555,7.0,7.75,8.41,8.61,9.25,9.35,-256.0,-256.0,-256.0,-256.0,-256.0
2004-10-01,-256.0,-256.0,-256.0,6.9,8.2,-256.0,8.5,8.7,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-10-05,-256.0,-256.0,-256.0,-256.0,7.55,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-10-06,-256.0,-256.0,-256.0,5.85,6.55,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-10-08,-256.0,-256.0,-256.0,7.4,7.9,-256.0,8.8,9.1,-256.0,9.75,-256.0,-256.0,-256.0,-256.0,-256.0
2004-10-13,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,8.5,9.0,9.5,10.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-10-14,-256.0,-256.0,-256.0,7.41,7.91,8.0,8.81,9.11,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-10-15,-256.0,-256.0,-256.0,6.1,6.8,7.75,8.25,8.75,9.75,10.25,-256.0,-256.0,-256.0,-256.0,-256.0
2004-10-19,-256.0,-256.0,-256.0,6.1,6.8,9.25,9.8,10.05,9.75,10.2,-256.0,-256.0,-256.0,-256.0,-256.0
2004-10-22,-256.0,-256.0,-256.0,7.25,7.75,8.25,8.75,9.25,9.75,10.25,-256.0,-256.0,-256.0,-256.0,-256.0
2004-10-25,-256.0,-256.0,-256.0,8.15,8.7,9.1,9.55,9.9,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-10-28,-256.0,-256.0,-256.0,7.65,8.3,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-10-29,-256.0,-256.0,-256.0,8.2,8.45,-256.0,9.6,9.95,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-11-04,-256.0,-256.0,-256.0,6.35,7.05,7.4,8.5,8.8,10.0,10.5,-256.0,-256.0,-256.0,-256.0,-256.0
2004-11-05,-256.0,-256.0,-256.0,7.4,8.375,8.5,9.0,9.5,10.0,10.5,-256.0,-256.0,-256.0,-256.0,-256.0
2004-11-10,-256.0,-256.0,-256.0,7.65,8.4,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-11-12,-256.0,-256.0,-256.0,8.125,8.575,9.0,9.5,10.0,10.5,11.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-11-17,-256.0,-256.0,-256.0,7.75,8.5,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-11-19,-256.0,-256.0,-256.0,8.5,9.0,9.5,9.875,10.25,11.0,11.75,-256.0,-256.0,-256.0,-256.0,-256.0
2004-11-23,-256.0,-256.0,-256.0,8.6,9.105,9.5,9.95,10.18,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-11-24,-256.0,-256.0,-256.0,9.95,11.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-11-25,-256.0,-256.0,-256.0,8.75,9.5,10.0,11.0,11.75,12.25,13.25,-256.0,-256.0,-256.0,-256.0,-256.0
2004-12-03,-256.0,-256.0,-256.0,13.5,14.5,15.2,16.0,16.7,17.5,18.2,-256.0,-256.0,-256.0,-256.0,-256.0
2004-12-10,-256.0,-256.0,-256.0,13.0,13.9,-256.0,16.0,17.0,18.0,20.5,-256.0,-256.0,-256.0,-256.0,-256.0
2004-12-16,-256.0,-256.0,-256.0,13.2,14.1,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-12-17,-256.0,-256.0,-256.0,13.4,14.3,12.85,13.1,13.25,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-12-24,-256.0,-256.0,-256.0,13.6,14.5,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2004-12-29,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,17.5,18.25,-256.0,-256.0,-256.0,-256.0,-256.0
2004-12-31,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,15.0,15.5,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2005-01-07,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,13.2,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2005-01-14,-256.0,-256.0,-256.0,12.9,13.15,13.25,13.35,13.4,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2005-01-21,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,13.625,13.3,14.5,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
2005-01-24,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,14.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0,-256.0
